,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,CENTRAL INDEX KEY,FISCAL YEAR END
1953,0000891103-17-000003,10-K,20161231,20170228,20170228,IAC/INTERACTIVECORP,0000891103,1231
1954,0001193125-17-059212,10-K,20161231,20170227,20170227,MORGAN STANLEY,0000895421,1231
1955,0000898173-17-000091,10-K,20161231,20170228,20170228,O REILLY AUTOMOTIVE INC,0000898173,1231
1956,0001193125-17-313834,10-K,20170831,20171019,20171019,JABIL INC,0000898293,0831
1957,0000900075-17-000044,10-K,20170731,20170928,20170927,COPART INC,0000900075,0731
1958,0000906107-17-000007,10-K,20161231,20170223,20170223,EQUITY RESIDENTIAL,0000906107,1231
1959,0000906345-17-000009,10-K,20161231,20170213,20170213,CAMDEN PROPERTY TRUST,0000906345,1231
1960,0000908255-17-000011,10-K,20161231,20170209,20170209,BORGWARNER INC,0000908255,1231
1961,0000909832-17-000014,10-K,20170903,20171018,20171017,COSTCO WHOLESALE CORP /NEW,0000909832,0902
1962,0000910606-17-000006,10-K,20161231,20170227,20170227,REGENCY CENTERS CORP,0000910606,1231
1963,0000914208-17-000328,10-K,20161231,20170223,20170223,Invesco Ltd.,0000914208,1231
1964,0000915913-17-000010,10-K,20161231,20170228,20170227,ALBEMARLE CORP,0000915913,1231
1965,0001193125-17-056282,10-K,20161231,20170224,20170224,MARTIN MARIETTA MATERIALS INC,0000916076,1231
1966,0000916365-17-000031,10-K,20161231,20170223,20170223,TRACTOR SUPPLY CO /DE/,0000916365,1230
1967,0000920148-17-000018,10-K,20161231,20170227,20170227,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
1968,0000920522-17-000014,10-K,20161231,20170224,20170224,ESSEX PROPERTY TRUST INC,0000920522,1231
1969,0001628280-17-000327,10-K,20161130,20170120,20170120,LENNAR CORP /NEW/,0000920760,1130
1970,0001564590-17-002409,10-K,20161231,20170224,20170224,DAVITA INC.,0000927066,1231
1971,0000927653-17-000007,10-K,20170331,20170522,20170522,MCKESSON CORP,0000927653,0331
1972,0000935703-17-000011,10-K,20170128,20170328,20170328,DOLLAR TREE INC,0000935703,0131
1973,0000936340-17-000064,10-K,20161231,20170209,20170209,DTE ENERGY CO,0000936340,1231
1974,0000945841-17-000028,10-K,20161231,20170224,20170224,POOL CORP,0000945841,1231
1975,0001628280-17-005833,10-K,20170331,20170524,20170523,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,0331
1976,0001193125-17-056239,10-K,20161231,20170224,20170224,WATERS CORP /DE/,0001000697,1231
1977,0001004980-17-000006,10-K,20161231,20170216,20170216,PG&E Corp,0001004980,1231
1978,0001013871-17-000007,10-K,20161231,20170228,20170228,"NRG ENERGY, INC.",0001013871,1231
1979,0001018724-17-000011,10-K,20161231,20170210,20170209,AMAZON COM INC,0001018724,1231
1980,0001031296-17-000015,10-K,20161231,20170221,20170221,FIRSTENERGY CORP,0001031296,1231
1981,0001037038-17-000004,10-K,20170401,20170518,20170518,RALPH LAUREN CORP,0001037038,0331
1982,0001656423-17-000003,10-K,20161231,20170228,20170228,BOSTON PROPERTIES INC,0001037540,1231
1983,0001037646-17-000004,10-K,20161231,20170202,20170202,METTLER TOLEDO INTERNATIONAL INC/,0001037646,1231
1984,0001038357-17-000012,10-K,20161231,20170217,20170217,PIONEER NATURAL RESOURCES CO,0001038357,1231
1985,0001039684-17-000019,10-K,20161231,20170228,20170228,ONEOK INC /NEW/,0001039684,1231
1986,0001041061-17-000016,10-K,20161231,20170222,20170222,YUM BRANDS INC,0001041061,1231
1987,0001047862-17-000029,10-K,20161231,20170216,20170216,CONSOLIDATED EDISON INC,0001047862,1231
1988,0001628280-17-001506,10-K,20161231,20170221,20170221,MARRIOTT INTERNATIONAL INC /MD/,0001048286,1231
1989,0001048695-17-000028,10-K,20170930,20171103,20171103,F5 NETWORKS INC,0001048695,0930
1990,0001051470-17-000059,10-K,20161231,20170222,20170222,CROWN CASTLE INTERNATIONAL CORP,0001051470,1231
1991,0001057352-17-000008,10-K,20161231,20170224,20170223,COSTAR GROUP INC,0001057352,1231
1992,0001058290-17-000008,10-K,20161231,20170301,20170301,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,1231
1993,0001558370-17-000934,10-K,20161231,20170224,20170224,SIMON PROPERTY GROUP INC /DE/,0001063761,1231
1994,0001628280-17-000496,10-K,20161231,20170127,20170127,NETFLIX INC,0001065280,1231
1995,0001067701-17-000006,10-K,20161231,20170125,20170125,UNITED RENTALS INC /DE,0001067701,1231
1996,0001069183-17-000042,10-K,20161231,20170306,20170306,TASER INTERNATIONAL INC,0001069183,1231
1997,0001564590-17-002348,10-K,20161231,20170224,20170224,"HOST HOTELS & RESORTS, INC.",0001070750,1231
1998,0001075531-17-000009,10-K,20161231,20170227,20170227,Priceline Group Inc.,0001075531,1231
1999,0001086222-17-000080,10-K,20161231,20170228,20170228,AKAMAI TECHNOLOGIES INC,0001086222,1231
2000,0001564590-17-001607,10-K,20161231,20170215,20170215,DEVON ENERGY CORP/DE,0001090012,1231
2001,0001090727-17-000011,10-K,20161231,20170221,20170221,UNITED PARCEL SERVICE INC,0001090727,1231
2002,0001090872-17-000018,10-K,20171031,20171221,20171221,AGILENT TECHNOLOGIES INC,0001090872,1031
2003,0001091667-17-000030,10-K,20161231,20170216,20170216,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,1231
2004,0001094285-17-000031,10-K,20170101,20170302,20170302,TELEDYNE TECHNOLOGIES INC,0001094285,1228
2005,0001193125-17-062207,10-K,20161231,20170228,20170228,ON SEMICONDUCTOR CORP,0001097864,1231
2006,0001099800-17-000008,10-K,20161231,20170217,20170217,Edwards Lifesciences Corp,0001099800,1231
2007,0001100682-17-000003,10-K,20161231,20170214,20170214,CHARLES RIVER LABORATORIES INTERNATIONAL INC,0001100682,1231
2008,0001113169-17-000014,10-K,20161231,20170207,20170207,PRICE T ROWE GROUP INC,0001113169,1231
2009,0001120193-17-000003,10-K,20161231,20170301,20170301,"NASDAQ, INC.",0001120193,1231
2010,0001615774-17-000765,10-K,20161231,20170222,20170222,GARMIN LTD,0001121788,1231
2011,0001047469-17-000589,10-K,20161231,20170208,20170208,PRINCIPAL FINANCIAL GROUP INC,0001126328,1231
2012,0001130310-17-000006,10-K,20161231,20170228,20170228,CENTERPOINT ENERGY INC,0001130310,1231
2013,0001133421-17-000008,10-K,20161231,20170130,20170130,NORTHROP GRUMMAN CORP /DE/,0001133421,1231
2014,0001193125-17-065632,10-K,20161231,20170301,20170301,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,1231
2015,0001136893-17-000008,10-K,20161231,20170223,20170223,"Fidelity National Information Services, Inc.",0001136893,1231
2016,0001193125-17-064772,10-K,20161231,20170301,20170301,"CBRE GROUP, INC.",0001138118,1231
2017,0001145197-17-000005,10-K,20161231,20170228,20170227,INSULET CORP,0001145197,1231
2018,0001193125-17-030512,10-K,20161231,20170203,20170203,COMCAST CORP,0001166691,1231
2019,0001170010-17-000053,10-K,20170228,20170421,20170421,CARMAX INC,0001170010,0228
2020,0001174922-17-000027,10-K,20161231,20170224,20170224,WYNN RESORTS LTD,0001174922,1231
2021,0001628280-17-001320,10-K,20161231,20170214,20170214,ASSURANT INC,0001267238,1231
2022,0001274494-17-000006,10-K,20161231,20170222,20170222,"FIRST SOLAR, INC.",0001274494,1231
2023,0001281761-17-000026,10-K,20161231,20170224,20170224,REGIONS FINANCIAL CORP,0001281761,1231
2024,0001193125-17-060262,10-K,20170101,20170228,20170228,DOMINOS PIZZA INC,0001286681,Not found
2025,0001297996-17-000020,10-K,20161231,20170301,20170301,"Digital Realty Trust, Inc.",0001297996,1231
2026,0001306830-17-000034,10-K,20161231,20170210,20170210,Celanese Corp,0001306830,1231
2027,0001324424-17-000006,10-K,20161231,20170210,20170209,"Expedia, Inc.",0001324424,1231
2028,0001326801-17-000007,10-K,20161231,20170203,20170202,Facebook Inc,0001326801,1231
2029,0001336920-17-000014,10-K,20161230,20170224,20170224,"Leidos Holdings, Inc.",0001336920,1231
2030,0001352010-17-000006,10-K,20161231,20170301,20170228,"EPAM Systems, Inc.",0001352010,1231
2031,0001370637-17-000018,10-K,20161231,20170228,20170228,ETSY INC,0001370637,1231
2032,0001374310-17-000006,10-K,20161231,20170221,20170221,"CBOE Holdings, Inc.",0001374310,1231
2033,0001564590-17-001810,10-K,20161231,20170221,20170217,Targa Resources Corp.,0001389170,1231
2034,0001393612-17-000012,10-K,20161231,20170223,20170222,Discover Financial Services,0001393612,1231
2035,0001193125-17-099261,10-K,20170128,20170328,20170328,"Ulta Beauty, Inc.",0001403568,0127
2036,0001564590-17-002336,10-K,20161231,20170224,20170224,MSCI Inc.,0001408198,1231
2037,0001413329-17-000014,10-K,20161231,20170214,20170214,Philip Morris International Inc.,0001413329,1231
2038,0001437107-17-000007,10-K,20161231,20170214,20170214,"Discovery Communications, Inc.",0001437107,1231
2039,0001442145-17-000010,10-K,20161231,20170221,20170221,"Verisk Analytics, Inc.",0001442145,1231
2040,0001466258-17-000053,10-K,20161231,20170213,20170213,Ingersoll-Rand plc,0001466258,1231
2041,0001437749-17-003237,10-K,20161231,20170224,20170224,GENERAC HOLDINGS INC.,0001474735,1231
2042,0001193125-17-046709,10-K,20161231,20170216,20170216,"Quintiles IMS Holdings, Inc.",0001478242,1231
2043,0001193125-17-047661,10-K,20161231,20170217,20170217,LyondellBasell Industries N.V.,0001489393,1231
2044,0001506307-17-000008,10-K,20161231,20170210,20170210,"KINDER MORGAN, INC.",0001506307,1231
2045,0001510295-17-000017,10-K,20161231,20170224,20170224,Marathon Petroleum Corp,0001510295,1231
2046,0001571049-17-001650,10-K,20161231,20170227,20170227,Norwegian Cruise Line Holdings Ltd.,0001513761,1231
2047,0001555280-17-000044,10-K,20161231,20170216,20170216,Zoetis Inc.,0001555280,1231
2048,0001571949-17-000003,10-K,20161231,20170207,20170207,"Intercontinental Exchange, Inc.",0001571949,1231
2049,0001579241-17-000009,10-K,20161231,20170217,20170217,Allegion plc,0001579241,1231
2050,0001585689-17-000038,10-K,20161231,20170215,20170215,Hilton Worldwide Holdings Inc.,0001585689,1231
2051,0001564590-17-004044,10-K,20161231,20170313,20170313,"Eldorado Resorts, Inc.",0001590895,1231
2052,0001564590-17-001891,10-K,20161231,20170221,20170221,"Paycom Software, Inc.",0001590955,1231
2053,0001596532-17-000019,10-K,20161231,20170217,20170217,"Arista Networks, Inc.",0001596532,1231
2054,0001601046-17-000033,10-K,20171031,20171220,20171220,"Keysight Technologies, Inc.",0001601046,1031
2055,0001601712-17-000031,10-K,20161231,20170223,20170223,Synchrony Financial,0001601712,1231
2056,0001613103-17-000018,10-K,20170428,20170627,20170627,Medtronic plc,0001613103,0424
2057,0001618921-17-000069,10-K,20170831,20171025,20171025,"Walgreens Boots Alliance, Inc.",0001618921,0831
2058,0001628280-17-012383,10-K,20171031,20171215,20171215,Hewlett Packard Enterprise Co,0001645590,1031
2059,0001558370-17-005308,10-K,20170528,20170725,20170725,"Lamb Weston Holdings, Inc.",0001679273,0528
2060,0000004977-18-000054,10-K,20171231,20180223,20180222,AFLAC INC,0000004977,1231
2061,0000006951-18-000041,10-K,20181028,20181213,20181213,APPLIED MATERIALS INC /DE,0000006951,1028
2062,0000007084-18-000012,10-K,20171231,20180216,20180216,ARCHER DANIELS MIDLAND CO,0000007084,1231
2063,0001564590-18-002954,10-K,20171231,20180223,20180223,BAXTER INTERNATIONAL INC,0000010456,1231
2064,0000016918-18-000033,10-K,20180228,20180423,20180423,"CONSTELLATION BRANDS, INC.",0000016918,0228
2065,0000020286-18-000012,10-K,20171231,20180223,20180223,CINCINNATI FINANCIAL CORP,0000020286,1231
2066,0000027419-18-000010,10-K,20180203,20180314,20180314,TARGET CORP,0000027419,0131
2067,0001558370-18-000999,10-K,20171231,20180223,20180223,ECOLAB INC.,0000031462,1231
2068,0000033213-18-000003,10-K,20171231,20180215,20180215,EQT Corp,0000033213,1231
2069,0001564590-18-002855,10-K,20171231,20180222,20180222,M&T BANK CORP,0000036270,1231
2070,0000038777-18-000233,10-K,20180930,20181109,20181109,FRANKLIN RESOURCES INC,0000038777,0930
2071,0001193125-18-058659,10-K,20171231,20180226,20180226,HASBRO INC,0000046080,1227
2072,0000047111-18-000011,10-K,20171231,20180227,20180227,HERSHEY CO,0000047111,1231
2073,0000047217-18-000052,10-K,20181031,20181213,20181213,HP INC,0000047217,1031
2074,0000052988-18-000036,10-K,20180928,20181121,20181121,JACOBS ENGINEERING GROUP INC /DE/,0000052988,0929
2075,0000059478-18-000089,10-K,20171231,20180220,20180220,LILLY ELI & CO,0000059478,1231
2076,0001193125-18-046681,10-K,20171231,20180215,20180215,LOEWS CORP,0000060086,1231
2077,0000060667-18-000051,10-K,20180202,20180402,20180402,LOWES COMPANIES INC,0000060667,0131
2078,0000062709-18-000007,10-K,20171231,20180222,20180222,"MARSH & MCLENNAN COMPANIES, INC.",0000062709,1231
2079,0001558370-18-000535,10-K,20171231,20180208,20180208,3M CO,0000066740,1231
2080,0000068505-18-000009,10-K,20171231,20180216,20180216,"Motorola Solutions, Inc.",0000068505,1231
2081,0001193125-18-064018,10-K,20171231,20180228,20180228,NUCOR CORP,0000073309,1231
2082,0001564590-18-003690,10-K,20171231,20180228,20180228,PACKAGING CORP OF AMERICA,0000075677,1231
2083,0000092380-18-000031,10-K,20171231,20180207,20180207,SOUTHWEST AIRLINES CO,0000092380,1231
2084,0000097745-18-000006,10-K,20171231,20180228,20180228,THERMO FISHER SCIENTIFIC INC.,0000097745,1231
2085,0000101778-18-000026,10-K,20171231,20180222,20180222,MARATHON OIL CORP,0000101778,1231
2086,0000106040-18-000029,10-K,20180629,20180824,20180824,WESTERN DIGITAL CORP,0000106040,0628
2087,0000107263-18-000006,10-K,20171231,20180222,20180222,WILLIAMS COMPANIES INC,0000107263,1231
2088,0000202058-18-000063,10-K,20180629,20180827,20180827,HARRIS CORP /DE/,0000202058,0629
2089,0001104659-18-009905,10-K,20171230,20180215,20180215,TEXTRON INC,0000217346,0102
2090,0000310158-18-000005,10-K,20171231,20180227,20180227,"Merck & Co., Inc.",0000310158,1231
2091,0001628280-18-001911,10-K,20171231,20180220,20180220,HALF ROBERT INTERNATIONAL INC /DE/,0000315213,1231
2092,0001628280-18-001923,10-K,20171231,20180220,20180220,Aon plc,0000315293,1231
2093,0000318154-18-000004,10-K,20171231,20180213,20180213,AMGEN INC,0000318154,1231
2094,0000320193-18-000145,10-K,20180929,20181105,20181105,APPLE INC,0000320193,0930
2095,0001193125-18-038261,10-K,20171231,20180212,20180209,GALLAGHER ARTHUR J & CO,0000354190,1231
2096,0000354950-18-000019,10-K,20180128,20180322,20180322,HOME DEPOT INC,0000354950,0131
2097,0000707549-18-000115,10-K,20180624,20180814,20180814,LAM RESEARCH CORP,0000707549,0625
2098,0000711404-18-000047,10-K,20181031,20181221,20181221,COOPER COMPANIES INC,0000711404,1031
2099,0000712515-18-000024,10-K,20180331,20180523,20180523,ELECTRONIC ARTS INC.,0000712515,0331
2100,0001193125-18-059578,10-K,20171231,20180227,20180227,DOMINION ENERGY INC /VA/,0000715957,1231
2101,0000723531-18-000026,10-K,20180531,20180720,20180720,PAYCHEX INC,0000723531,0531
2102,0000740260-18-000054,10-K,20171231,20180209,20180209,VENTAS INC,0000740260,1231
2103,0000753308-18-000013,10-K,20171231,20180216,20180216,NEXTERA ENERGY INC,0000753308,1231
2104,0000764478-18-000013,10-K,20180203,20180402,20180402,BEST BUY CO INC,0000764478,0201
2105,0000769397-18-000011,10-K,20180131,20180322,20180322,AUTODESK INC,0000769397,0131
2106,0000788784-18-000004,10-K,20171231,20180226,20180226,PUBLIC SERVICE ENTERPRISE GROUP INC,0000788784,1231
2107,0001564590-18-019062,10-K,20180630,20180803,20180803,MICROSOFT CORP,0000789019,0630
2108,0000798354-18-000005,10-K,20171231,20180222,20180222,FISERV INC,0000798354,1231
2109,0001728949-18-000095,10-K,20180930,20181107,20181107,QUALCOMM INC/DE,0000804328,0930
2110,0001104659-18-009493,10-K,20171231,20180214,20180214,CMS ENERGY CORP,0000811156,1231
2111,0000813672-18-000008,10-K,20171230,20180220,20180220,CADENCE DESIGN SYSTEMS INC,0000813672,1229
2112,0000813828-18-000018,10-K,20171231,20180220,20180216,CBS CORP,0000813828,1231
2113,0000814547-18-000010,10-K,20180930,20181109,20181109,FAIR ISAAC CORP,0000814547,0930
2114,0000815556-18-000010,10-K,20171231,20180205,20180205,FASTENAL CO,0000815556,1231
2115,0000820027-18-000008,10-K,20171231,20180223,20180222,AMERIPRISE FINANCIAL INC,0000820027,1231
2116,0001558370-18-000871,10-K,20171231,20180221,20180221,AMPHENOL CORP /DE/,0000820313,1231
2117,0001558370-18-000716,10-K,20171231,20180215,20180215,WASTE MANAGEMENT INC,0000823768,1231
2118,0001628280-18-006982,10-K,20180331,20180518,20180518,MICROCHIP TECHNOLOGY INC,0000827054,0331
2119,0000851968-18-000038,10-K,20171231,20180228,20180228,MOHAWK INDUSTRIES INC,0000851968,1231
2120,0000858470-18-000006,10-K,20171231,20180301,20180228,CABOT OIL & GAS CORP,0000858470,1231
2121,0000858470-18-000009,10-K/A,20171231,20180302,20180301,CABOT OIL & GAS CORP,0000858470,1231
2122,0000859737-18-000020,10-K,20180929,20181120,20181120,HOLOGIC INC,0000859737,0930
2123,0001193125-18-056057,10-K,20171231,20180223,20180223,"HCA Healthcare, Inc.",0000860730,1231
2124,0000864749-18-000010,10-K,20171229,20180227,20180226,TRIMBLE INC.,0000864749,0101
2125,0001104659-18-014057,10-K,20171231,20180301,20180301,Monster Beverage Corp,0000865752,1231
2126,0001193125-18-306452,10-K,20180825,20181024,20181024,AUTOZONE INC,0000866787,0825
2127,0001532176-18-000013,10-K,20171231,20180208,20180208,REGENERON PHARMACEUTICALS INC,0000872589,1231
2128,0000874761-18-000014,10-K,20171231,20180227,20180226,AES CORP,0000874761,1231
2129,0000875045-18-000005,10-K,20171231,20180201,20180201,BIOGEN INC.,0000875045,1231
2130,0001558370-18-000722,10-K,20171231,20180215,20180215,INCYTE CORP,0000879169,1231
2131,0000882184-18-000120,10-K,20180930,20181116,20181116,HORTON D R INC /DE/,0000882184,0930
2132,0000883241-18-000012,10-K,20181031,20181217,20181214,SYNOPSYS INC,0000883241,1031
2133,0000884887-18-000017,10-K,20171231,20180221,20180220,ROYAL CARIBBEAN CRUISES LTD,0000884887,1231
2134,0000891103-18-000003,10-K,20171231,20180301,20180301,IAC/INTERACTIVECORP,0000891103,1231
2135,0000898173-18-000077,10-K,20171231,20180228,20180228,O REILLY AUTOMOTIVE INC,0000898173,1231
2136,0001193125-18-303041,10-K,20180831,20181019,20181019,JABIL INC,0000898293,0831
2137,0001564590-18-002873,10-K,20171231,20180222,20180222,EQUITY RESIDENTIAL,0000906107,1231
2138,0000906345-18-000007,10-K,20171231,20180216,20180216,CAMDEN PROPERTY TRUST,0000906345,1231
2139,0000909832-18-000013,10-K,20180902,20181026,20181026,COSTCO WHOLESALE CORP /NEW,0000909832,0902
2140,0000910606-18-000010,10-K,20171231,20180227,20180227,REGENCY CENTERS CORP,0000910606,1231
2141,0000914208-18-000255,10-K,20171231,20180223,20180223,Invesco Ltd.,0000914208,1231
2142,0000915913-18-000005,10-K,20171231,20180228,20180227,ALBEMARLE CORP,0000915913,1231
2143,0001193125-18-055887,10-K,20171231,20180223,20180223,MARTIN MARIETTA MATERIALS INC,0000916076,1231
2144,0000916365-18-000031,10-K,20171230,20180222,20180222,TRACTOR SUPPLY CO /DE/,0000916365,1230
2145,0000920148-18-000024,10-K,20171231,20180227,20180227,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
2146,0000920522-18-000011,10-K,20171231,20180222,20180222,ESSEX PROPERTY TRUST INC,0000920522,1231
2147,0000927066-18-000030,10-K,20171231,20180223,20180223,DAVITA INC.,0000927066,1231
2148,0000927653-18-000010,10-K,20180331,20180524,20180524,MCKESSON CORP,0000927653,0331
2149,0000935703-18-000013,10-K,20180203,20180316,20180316,DOLLAR TREE INC,0000935703,0202
2150,0000935703-18-000016,10-K/A,20180203,20180326,20180326,DOLLAR TREE INC,0000935703,0202
2151,0000936340-18-000082,10-K,20171231,20180216,20180216,DTE ENERGY CO,0000936340,1231
2152,0000940944-18-000050,10-K,20180527,20180720,20180720,DARDEN RESTAURANTS INC,0000940944,0527
2153,0001628280-18-002245,10-K,20171231,20180226,20180226,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,1231
2154,0000943819-18-000013,10-K,20180630,20180817,20180817,RESMED INC,0000943819,0630
2155,0000945841-18-000020,10-K,20171231,20180228,20180228,POOL CORP,0000945841,1231
2156,0001628280-18-006877,10-K,20180331,20180517,20180516,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,0331
2157,0001193125-18-060830,10-K,20171231,20180227,20180227,WATERS CORP /DE/,0001000697,1231
