TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
L,L US            d,60086,1999,21465.5,363.2,0000060086-00-000011,10-K405,19991231,20000330,Not found,LOEWS CORP,1231
L,L US            d,60086,2000,21253.5,1876.7,0000060086-01-500005,10-K405,20001231,20010316,Not found,LOEWS CORP,1231
L,L US            d,60086,2000,21253.5,1876.7,0000060086-01-500006,10-K405/A,20001231,20010316,Not found,LOEWS CORP,1231
L,L US            d,60086,2005, , ,0000060086-06-000024,10-K,20051231,20060310,20060309,LOEWS CORP,1231
L,L US            d,60086,2007,14302,2489,0000060086-07-000015,10-K,20070223,20070226,20070223,LOEWS CORP,1231
L,L US            d,60086,2007,14302,2489,0000060086-08-000018,10-K,20071231,20080227,20080227,LOEWS CORP,1231
L,L US            d,60086,2008,13247,4530,0000060086-09-000008,10-K,20081231,20090225,20090225,LOEWS CORP,1231
L,L US            d,60086,2009,14117,564,0001193125-10-038679,10-K,20091231,20100224,20100224,LOEWS CORP,1231
L,L US            d,60086,2010,14615,1288,0001193125-11-043352,10-K,20101231,20110223,20110223,LOEWS CORP,1231
L,L US            d,60086,2011,14129,1062,0001193125-12-072891,10-K,20111231,20120222,20120222,LOEWS CORP,1231
L,L US            d,60086,2012,14072,568,0001193125-13-070611,10-K,20121231,20130222,20130222,LOEWS CORP,1231
L,L US            d,60086,2013,14613,595,0001193125-14-064964,10-K,20131231,20140224,20140224,LOEWS CORP,1231
L,L US            d,60086,2014,14325,591,0001193125-15-058679,10-K,20141231,20150224,20150223,LOEWS CORP,1231
L,L US            d,60086,2015,13415,260,0001193125-16-470141,10-K,20151231,20160219,20160219,LOEWS CORP,1231
L,L US            d,60086,2016,13105,654,0001193125-17-046521,10-K,20161231,20170216,20170216,LOEWS CORP,1231
L,L US            d,60086,2017,13735,1164,0001193125-18-046681,10-K,20171231,20180215,20180215,LOEWS CORP,1231
L,L US            d,60086,2018,14066,636,0001193125-19-037854,10-K,20181231,20190213,20190213,LOEWS CORP,1231
L,L US            d,60086,2019,14931,932,0001193125-20-031657,10-K,20191231,20200212,20200211,LOEWS CORP,1231
L,L US            d,60086,2020,12583,-931,0001140361-21-003906,10-K,20201231,20210209,20210209,LOEWS CORP,1231
L,L US            d,60086,2021,14657,1562,0000060086-22-000007,10-K,20211231,20220208,20220208,LOEWS CORP,1231
L,L US            d,60086,2022,14044,822,0000060086-23-000025,10-K,20221231,20230207,20230207,LOEWS CORP,1231
LDOS,LDOS US        d,1336920,2007,8061,391,0001193125-07-079805,10-K,20070131,20070412,20070412,"SAIC, Inc.",131
LDOS,LDOS US        d,1336920,2008,8926,416,0001193125-08-067632,10-K,20080131,20080328,20080327,"SAIC, Inc.",131
LDOS,LDOS US        d,1336920,2009,10070,452,0001193125-09-066772,10-K,20090131,20090330,20090330,"SAIC, Inc.",131
LDOS,LDOS US        d,1336920,2010,10580,496,0001193125-10-073854,10-K,20100131,20100401,20100331,"SAIC, Inc.",131
LDOS,LDOS US        d,1336920,2011,10798,619,0001193125-11-078283,10-K,20110131,20110325,20110325,"SAIC, Inc.",131
LDOS,LDOS US        d,1336920,2015, , ,0001336920-15-000010,10-K,20150130,20150325,20150325,"Leidos Holdings, Inc.",130
LDOS,LDOS US        d,1336920,2016,12129,498,0001336920-16-000076,10-KT,20160101,20160226,20160226,"Leidos Holdings, Inc.",130
LDOS,LDOS US        d,1336920,2016,12129,498,0001336920-17-000014,10-K,20161230,20170224,20170224,"Leidos Holdings, Inc.",1231
LDOS,LDOS US        d,1336920,2017,10170,366,0001336920-18-000008,10-K,20171229,20180223,20180223,"Leidos Holdings, Inc.",1231
LDOS,LDOS US        d,1336920,2018,10194,581,0001336920-19-000004,10-K,20181228,20190219,20190219,"Leidos Holdings, Inc.",1231
LDOS,LDOS US        d,1336920,2020,11094,667,0001336920-20-000023,10-K,20200103,20200218,20200218,"Leidos Holdings, Inc.",103
LDOS,LDOS US        d,1336920,2021,26034,1381,0001336920-21-000010,10-K,20210101,20210223,20210223,"Leidos Holdings, Inc.",101
LDOS,LDOS US        d,1336920,2021,26034,1381,0001336920-22-000007,10-K,20211231,20220215,20220215,"Leidos Holdings, Inc.",1231
LDOS,LDOS US        d,1336920,2022,14396,685,0001336920-23-000015,10-K,20221230,20230214,20230214,"Leidos Holdings, Inc.",1230
LEN,LEN US         d,920760,2005,13866.97,1355.16,0001193125-06-165938,10-K/A,20051130,20060808,20060808,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2008,4575.42,-1109.09,0001193125-09-011559,10-K,20081130,20090127,20090127,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2016,10950,911.84,0001628280-17-000327,10-K,20161130,20170120,20170120,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2018,20571.63,1695.83,0001628280-19-000598,10-K,20181130,20190128,20190128,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2019,22259.56,1849.05,0001628280-20-000559,10-K,20191130,20200127,20200127,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2020,22488.85,2465.04,0001628280-21-000722,10-K,20201130,20210122,20210122,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2021,27130.68,4430.11,0001628280-22-001450,10-K,20211130,20220128,20220128,LENNAR CORP /NEW/,1130
LEN,LEN US         d,920760,2022,33671.01,4614.13,0001628280-23-001606,10-K,20221130,20230126,20230126,LENNAR CORP /NEW/,1130
LH,LH US           d,920148,2000,1919.3,112.1,0000920148-01-000003,10-K,20001231,20010309,Not found,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2002,2507.7,254.6,0000920148-03-000070,10-K,20021231,20030328,Not found,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2004,3084.8,363,0000920148-04-000057,10-K,20040311,20040311,Not found,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2006,3590.8,431.6,0000920148-06-000067,10-K,20060228,20060228,20060228,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2006,3590.8,431.6,0001169232-07-001103,10-K,20061231,20070227,20070227,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2008,4505.2,464.5,0000920148-08-000071,10-K,20080226,20080226,20080226,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2009,4694.7,543.3,0000920148-09-000015,10-K,20090226,20090226,20090226,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2009,4694.7,543.3,0000920148-10-000021,10-K,20091231,20100224,20100224,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2010,5003.9,558.2,0000920148-11-000021,10-K,20101231,20110301,20110301,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2011,5542.3,519.7,0000920148-12-000039,10-K,20111231,20120224,20120223,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2012,5671.4,583.1,0000920148-13-000022,10-K,20121231,20130226,20130226,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2013,5808.3,573.8,0000920148-14-000021,10-K,20131231,20140225,20140225,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2015,8680.1,437.6,0000920148-16-000162,10-K,20151231,20160229,20160229,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2015,8680.1,437.6,0000920148-16-000165,10-K/A,20151231,20160301,20160301,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2016,9552.9,711.8,0000920148-17-000018,10-K,20161231,20170227,20170227,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2017,10308,1227.1,0000920148-18-000024,10-K,20171231,20180227,20180227,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2018,11333.4,883.7,0000920148-19-000033,10-K,20181231,20190228,20190228,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2019,11554.8,823.8,0000920148-20-000011,10-K,20191231,20200228,20200228,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2020,13978.5,1556.1,0000920148-21-000018,10-K,20201231,20210225,20210225,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2021,16120.9,2377.3,0000920148-22-000015,10-K,20211231,20220225,20220225,LABORATORY CORP OF AMERICA HOLDINGS,1231
LH,LH US           d,920148,2022,14876.8,1279.1,0000920148-23-000017,10-K,20221231,20230228,20230228,LABORATORY CORP OF AMERICA HOLDINGS,1231
LHX,LHX US         d,202058,2001,1955.1,21.4,0000950152-02-004658,10-K/A,20010629,20020604,Not found,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2002,1875.8,82.6,0000950152-02-006756,10-K,20020628,20020903,Not found,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2003,2060.6,59.5,0000950152-03-007977,10-K,20030627,20030828,Not found,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2005,3000.6,202.2,0000950152-05-007458,10-K,20050701,20050902,20050902,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2006,3474.8,237.9,0000950144-06-008540,10-K,20060630,20060907,20060906,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2007,4243,480.4,0000950144-07-008190,10-K,20070629,20070827,20070827,HARRIS CORP /DE/,629
LHX,LHX US         d,202058,2008,4596.1,444.2,0000950144-08-006698,10-K,20080627,20080826,20080825,HARRIS CORP /DE/,629
LHX,LHX US         d,202058,2009,5005,37.9,0000950123-09-039868,10-K,20090703,20090831,20090831,HARRIS CORP /DE/,627
LHX,LHX US         d,202058,2010,4725,561.6,0000950123-10-082207,10-K,20100702,20100830,20100830,HARRIS CORP /DE/,627
LHX,LHX US         d,202058,2011,5418.4,588,0000950123-11-081041,10-K,20110701,20110829,20110829,HARRIS CORP /DE/,627
LHX,LHX US         d,202058,2012,5451.3,30.6,0001193125-12-369967,10-K,20120629,20120827,20120827,HARRIS CORP /DE/,627
LHX,LHX US         d,202058,2013,5112,113,0001193125-13-346761,10-K,20130628,20130826,20130826,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2014,5012,535,0001193125-14-320240,10-K,20140627,20140825,20140825,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2015,5083,334,0001193125-15-308363,10-K,20150703,20150831,20150831,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2016,5992,324,0000202058-16-000022,10-K,20160701,20160829,20160829,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2017,5900,553,0000202058-17-000037,10-K,20170630,20170829,20170829,HARRIS CORP /DE/,630
LHX,LHX US         d,202058,2018,6182,718,0000202058-18-000063,10-K,20180629,20180827,20180827,HARRIS CORP /DE/,629
LHX,LHX US         d,202058,2019, , ,0000202058-19-000090,10-K,20190628,20190822,20190822,"L3HARRIS TECHNOLOGIES, INC. /DE/",628
LHX,LHX US         d,202058,2020,12856,1333,0000202058-20-000011,10-KT,20200103,20200303,20200303,"L3HARRIS TECHNOLOGIES, INC. /DE/",103
LHX,LHX US         d,202058,2021,36008,2965,0000202058-22-000015,10-K,20211231,20220225,20220225,"L3HARRIS TECHNOLOGIES, INC. /DE/",1231
LHX,LHX US         d,202058,2022,17062,1062,0000202058-23-000014,10-K,20221230,20230224,20230224,"L3HARRIS TECHNOLOGIES, INC. /DE/",1230
LIN,LIN US          d,1707925,2017,11358,1247,0001707925-18-000004,10-K,20171231,20180323,20180323,LINDE PLC,1231
LIN,LIN US          d,1707925,2020,27243,2501,0001628280-21-003574,10-K,20201231,20210301,20210301,LINDE PLC,1231
LIN,LIN US          d,1707925,2021,30793,3826,0001628280-22-004180,10-K,20211231,20220228,20220228,LINDE PLC,1231
LIN,LIN US          d,1707925,2022,33364,4147,0001628280-23-005434,10-K,20221231,20230228,20230228,LINDE PLC,1231
LLY,LLY US          d,59478,2007,18633.5,2953,0000950137-08-003028,10-K,20071231,20080229,20080229,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2007,18633.5,2953,0000950137-08-012864,10-K/A,20071231,20081021,20081021,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2010,23076,5069.5,0001193125-11-041620,10-K,20101231,20110222,20110222,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2011,24286.5,4347.7,0001193125-12-078393,10-K,20111231,20120224,20120224,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2012,22603.4,4088.6,0000059478-13-000007,10-K,20121231,20130221,20130221,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2013,23113.1,4684.8,0000059478-14-000078,10-K,20131231,20140219,20140219,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2014,19615.6,2390.5,0000059478-15-000100,10-K,20141231,20150219,20150219,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2015,19958.7,2408.4,0000059478-16-000321,10-K,20151231,20160219,20160219,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2016,21222.1,2737.6,0000059478-17-000098,10-K,20161231,20170221,20170221,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2017,22871.3,-204.1,0000059478-18-000089,10-K,20171231,20180220,20180220,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2018,21493.3,3232,0000059478-19-000082,10-K,20181231,20190219,20190219,LILLY ELI & CO,1231
LLY,LLY US          d,59478,2020,24539.8,6193.7,0000059478-21-000083,10-K,20201231,20210217,20210217,ELI LILLY & Co,1231
LLY,LLY US          d,59478,2022,28541.4,6244.8,0000059478-23-000082,10-K,20221231,20230222,20230222,ELI LILLY & Co,1231
LOW,LOW US         d,60667,2014,53417,2286,0000060667-14-000054,10-K,20140131,20140331,20140331,LOWES COMPANIES INC,201
LOW,LOW US         d,60667,2015,56223,2698,0000060667-15-000057,10-K,20150130,20150331,20150331,LOWES COMPANIES INC,201
LOW,LOW US         d,60667,2018,68619,3447,0000060667-18-000051,10-K,20180202,20180402,20180402,LOWES COMPANIES INC,131
LOW,LOW US         d,60667,2020,72148,4281,0000060667-20-000036,10-K,20200131,20200323,20200323,LOWES COMPANIES INC,131
LOW,LOW US         d,60667,2021,89597,5835,0000060667-21-000026,10-K,20210129,20210322,20210322,LOWES COMPANIES INC,129
LOW,LOW US         d,60667,2022,96250,8442,0000060667-22-000038,10-K,20220128,20220321,20220321,LOWES COMPANIES INC,128
LOW,LOW US         d,60667,2023,97059,6437,0000060667-23-000034,10-K,20230203,20230327,20230327,LOWES COMPANIES INC,203
LRCX,LRCX US        d,707549,2002,943.11,-90.05,0000707549-02-000010,10-K,20020630,20020912,Not found,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2006,1642.17,335.21,0000950134-06-016366,10-K,20060625,20060817,20060816,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2008,2474.91,439.35,0000950134-08-015947,10-K,20080629,20080828,20080828,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2009,1115.95,-302.15,0001193125-09-182356,10-K,20090628,20090827,20090826,LAM RESEARCH CORP,629
LRCX,LRCX US        d,707549,2010,2133.78,346.67,0001193125-10-194304,10-K,20100627,20100823,20100820,LAM RESEARCH CORP,629
LRCX,LRCX US        d,707549,2011,3237.69,723.75,0001193125-11-227691,10-K,20110626,20110819,20110819,LAM RESEARCH CORP,629
LRCX,LRCX US        d,707549,2012,2665.19,168.72,0001193125-12-365446,10-K,20120624,20120822,20120822,LAM RESEARCH CORP,629
LRCX,LRCX US        d,707549,2013,3598.92,113.88,0001193125-13-348269,10-K,20130630,20130827,20130827,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2014,4607.31,632.29,0001193125-14-321759,10-K,20140629,20140826,20140826,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2015,5259.31,655.58,0001193125-15-290023,10-K,20150628,20150813,20150813,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2016,5885.89,914.05,0000707549-16-000050,10-K,20160626,20160817,20160816,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2017,8013.62,1697.76,0000707549-17-000100,10-K,20170625,20170815,20170815,LAM RESEARCH CORP,625
LRCX,LRCX US        d,707549,2018,11077,2380.68,0000707549-18-000115,10-K,20180624,20180814,20180814,LAM RESEARCH CORP,625
LRCX,LRCX US        d,707549,2019,9653.56,2191.43,0000707549-19-000124,10-K,20190630,20190820,20190820,LAM RESEARCH CORP,630
LRCX,LRCX US        d,707549,2020,10044.74,2251.75,0000707549-20-000138,10-K,20200628,20200818,20200818,LAM RESEARCH CORP,628
LRCX,LRCX US        d,707549,2021,14626.15,3908.46,0000707549-21-000136,10-K,20210627,20210817,20210817,LAM RESEARCH CORP,627
LRCX,LRCX US        d,707549,2022,17227.04,4605.29,0000707549-22-000107,10-K,20220626,20220824,20220824,LAM RESEARCH CORP,626
LRCX,LRCX US        d,707549,2023,17428.52,4510.93,0000707549-23-000102,10-K,20230625,20230815,20230815,LAM RESEARCH CORP,625
LUV,LUV US         d,92380,2005,7584,484,0000950134-06-001553,10-K,20051231,20060201,20060131,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2006,9086,499,0000950134-07-001724,10-K,20061231,20070201,20070201,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2009,10350,99,0001193125-10-017191,10-K,20091231,20100129,20100129,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2010,12104,459,0001193125-11-026045,10-K,20101231,20110208,20110207,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2011,15658,178,0001193125-12-049647,10-K,20111231,20120209,20120209,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2012,17088,421,0001193125-13-041608,10-K,20121231,20130207,20130206,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2013,17699,754,0000092380-14-000010,10-K,20131231,20140204,20140203,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2014,18605,1136,0000092380-15-000027,10-K,20141231,20150206,20150206,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2015,19820,2181,0000092380-16-000175,10-K,20151231,20160203,20160202,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2016,20425,2244,0000092380-17-000029,10-K,20161231,20170207,20170207,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2017,21146,3357,0000092380-18-000031,10-K,20171231,20180207,20180207,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2018,21965,2465,0000092380-19-000022,10-K,20181231,20190205,20190205,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2019,22428,2300,0000092380-20-000024,10-K,20191231,20200204,20200203,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2020,9048,-3074,0000092380-21-000033,10-K,20201231,20210208,20210208,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2021,15790,977,0000092380-22-000007,10-K,20211231,20220207,20220204,SOUTHWEST AIRLINES CO,1231
LUV,LUV US         d,92380,2022,23814,539,0000092380-23-000010,10-K,20221231,20230207,20230206,SOUTHWEST AIRLINES CO,1231
LW,LW US           d,1679273,2017,3168,326.9,0001558370-17-005308,10-K,20170528,20170725,20170725,"Lamb Weston Holdings, Inc.",528
LW,LW US           d,1679273,2018,3423.7,416.8,0001558370-18-005726,10-K,20180527,20180726,20180725,"Lamb Weston Holdings, Inc.",528
LYB,LYB US         d,1489393,2010,41151,10151,0000950123-11-026580,10-K,20101231,20110318,20110318,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2011,48183,2147,0001193125-12-088192,10-K,20111231,20120229,20120229,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2012,45352,2848,0001193125-13-051488,10-K,20121231,20130212,20130212,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2013,44062,3857,0001193125-14-060399,10-K,20131231,20140220,20140220,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2014,45608,4174,0000950123-15-003039,10-K,20141231,20150217,20150217,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2015,32735,4476,0001193125-16-465311,10-K,20151231,20160216,20160216,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2016,29183,3836,0001193125-17-047661,10-K,20161231,20170217,20170217,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2017,34484,4879,0001193125-18-054181,10-K,20171231,20180222,20180222,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2019,34727,3390,0001489393-20-000009,10-K,20191231,20200220,20200220,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2020,27753,1420,0001489393-21-000007,10-K,20201231,20210225,20210225,LyondellBasell Industries N.V.,1231
LYB,LYB US         d,1489393,2021,46173,5610,0001489393-22-000009,10-K,20211231,20220224,20220224,LyondellBasell Industries N.V.,1231
